outputFn	sessID	date	time	spkrCode	lineType	dialect	gen	envType	age	network	phoneModel	sampleCount	sampleRate
BABEL_OP1_103_25067_20120129_230104_inLine.sph	25067	20120129	230104	25067	inLine	KAMRUPA	F	HOME_OFFICE_MOBILE	47	DOCOMO	SAMSUNG	4791200	8000
BABEL_OP1_103_25067_20120129_230104_outLine.sph	25067	20120129	230104	25067	outLine	KAMRUPA	F	HOME_OFFICE_MOBILE	48	AIRCEL	SAMSUNG	4796320	8000
BABEL_OP1_103_53805_20120126_211949_inLine.sph	53805	20120126	211949	53805	inLine	VARENDRA	M	CAR_KIT	18	DOCOMO	LEPHONE	4796320	8000
BABEL_OP1_103_53805_20120126_211949_outLine.sph	53805	20120126	211949	53805	outLine	VARENDRA	M	STREET	20	DOCOMO	NOKIA	4800160	8000
BABEL_OP1_103_52067_20120127_020600_inLine.sph	52067	20120127	020600	52067	inLine	VARENDRA	M	CAR_KIT	46	VODAFONE	NOKIA	4793600	8000
BABEL_OP1_103_64853_20120405_163727_outLine.sph	64853	20120405	163727	64853	outLine	RADHA	F	HOME_OFFICE_MOBILE	40	RELIANCE	LG	4800960	8000
BABEL_OP1_103_64853_20120405_163727_inLine.sph	64853	20120405	163727	64853	inLine	RADHA	F	HOME_OFFICE_LANDLINE	19	RELIANCE	CLASSIC	4800320	8000
BABEL_OP1_103_37083_20120125_224559_inLine.sph	37083	20120125	224559	37083	inLine	RADHA	F	VEHICLE	17	IDEA	SAMSUNG	4798400	8000
BABEL_OP1_103_12600_20120127_235915_outLine.sph	12600	20120127	235915	12600	outLine	VARENDRA	F	PUBLIC_PLACE	34	AIRTEL	NOKIA	4794240	8000
BABEL_OP1_103_12600_20120127_235915_inLine.sph	12600	20120127	235915	12600	inLine	VARENDRA	F	CAR_KIT	19	VODAFONE	SAMSUNG	4796000	8000
BABEL_OP1_103_40114_20120122_183602_inLine.sph	40114	20120122	183602	40114	inLine	KAMRUPA	M	STREET	28	SMART	KARBON	4796320	8000
BABEL_OP1_103_40114_20120122_183602_outLine.sph	40114	20120122	183602	40114	outLine	KAMRUPA	M	STREET	26	SMART	E5	4797920	8000
BABEL_OP1_103_14852_20120203_024637_outLine.sph	14852	20120203	024637	14852	outLine	KAMRUPA	F	HOME_OFFICE_MOBILE	26	SMART	NOKIA	4801120	8000
BABEL_OP1_103_14852_20120203_024637_inLine.sph	14852	20120203	024637	14852	inLine	KAMRUPA	F	HOME_OFFICE_MOBILE	31	SMART	NOKIA	4797920	8000
BABEL_OP1_103_50910_20120122_001708_inLine.sph	50910	20120122	001708	50910	inLine	KAMRUPA	M	HOME_OFFICE_MOBILE	45	AIRCEL	SAMSUNG	4800160	8000
BABEL_OP1_103_50910_20120122_001708_outLine.sph	50910	20120122	001708	50910	outLine	KAMRUPA	F	HOME_OFFICE_MOBILE	35	AIRCEL	NOKIA	4801600	8000
BABEL_OP1_103_38382_20120110_013824_inLine.sph	38382	20120110	013824	38382	inLine	VARENDRA	M	PUBLIC_PLACE	17	AIRTEL	MAXX	4788800	8000
BABEL_OP1_103_38382_20120110_013824_outLine.sph	38382	20120110	013824	38382	outLine	VARENDRA	M	HOME_OFFICE_MOBILE	18	AIRTEL	HI-TECH	4802080	8000
BABEL_OP1_103_14002_20120116_220151_outLine.sph	14002	20120116	220151	14002	outLine	KAMRUPA	F	HOME_OFFICE_MOBILE	39	VODAFONE	NOKIA	4797920	8000
BABEL_OP1_103_14002_20120116_220151_inLine.sph	14002	20120116	220151	14002	inLine	KAMRUPA	F	HOME_OFFICE_MOBILE	36	VODAFONE	NOKIA	4799680	8000
BABEL_OP1_103_66351_20120111_041605_inLine.sph	66351	20120111	041605	66351	inLine	RADHA	M	HOME_OFFICE_MOBILE	16	VODAFONE	MICROMAX	4797120	8000
BABEL_OP1_103_66351_20120111_041605_outLine.sph	66351	20120111	041605	66351	outLine	RADHA	F	HOME_OFFICE_MOBILE	17	VODAFONE	NOKIA	4792160	8000
BABEL_OP1_103_21203_20120523_225358_inLine.sph	21203	20120523	225358	21203	inLine	RADHA	F	PUBLIC_PLACE	31	AIRTEL	LG	4798400	8000
BABEL_OP1_103_21203_20120523_225358_outLine.sph	21203	20120523	225358	21203	outLine	RADHA	M	HOME_OFFICE_MOBILE	46	AIRTEL	NOKIA	4795360	8000
BABEL_OP1_103_49329_20120131_223617_outLine.sph	49329	20120131	223617	49329	outLine	VARENDRA	M	HOME_OFFICE_MOBILE	42	VODAFONE	SAMSUNG	4801920	8000
BABEL_OP1_103_49329_20120131_223617_inLine.sph	49329	20120131	223617	49329	inLine	VARENDRA	M	PUBLIC_PLACE	48	DOCOMO	NOKIA	4789760	8000
BABEL_OP1_103_57742_20120125_200619_inLine.sph	57742	20120125	200619	57742	inLine	RADHA	M	CAR_KIT	23	VODAFONE	SAMSUNG	4799680	8000
BABEL_OP1_103_57742_20120125_200619_outLine.sph	57742	20120125	200619	57742	outLine	RADHA	F	HOME_OFFICE_MOBILE	28	VODAFONE	SAMSUNG	4797600	8000
BABEL_OP1_103_76654_20120519_203100_inLine.sph	76654	20120519	203100	76654	inLine	VARENDRA	M	STREET	33	MTS	ZTE	4795680	8000
BABEL_OP1_103_76654_20120519_203100_outLine.sph	76654	20120519	203100	76654	outLine	VARENDRA	F	PUBLIC_PLACE	27	AIRTEL	SAMSUNG	4796320	8000
BABEL_OP1_103_10569_20111221_201913_inLine.sph	10569	20111221	201913	10569	inLine	RADHA	M	HOME_OFFICE_MOBILE	42	VODAFONE	NOKIA	4792160	8000
BABEL_OP1_103_10569_20111221_201913_outLine.sph	10569	20111221	201913	10569	outLine	RADHA	M	HOME_OFFICE_MOBILE	43	VODAFONE	MICROMAX	4798560	8000
BABEL_OP1_103_57087_20120204_181410_outLine.sph	57087	20120204	181410	57087	outLine	KAMRUPA	F	HOME_OFFICE_MOBILE	45	VODAFONE	NOKIA	4798240	8000
BABEL_OP1_103_57087_20120204_181410_inLine.sph	57087	20120204	181410	57087	inLine	KAMRUPA	F	CAR_KIT	18	VODAFONE	SAMSUNG	4799680	8000
BABEL_OP1_103_22340_20120513_220417_inLine.sph	22340	20120513	220417	22340	inLine	RADHA	F	HOME_OFFICE_MOBILE	16	VODAFONE	NOKIA	4796800	8000
BABEL_OP1_103_22340_20120513_220417_outLine.sph	22340	20120513	220417	22340	outLine	RADHA	F	HOME_OFFICE_MOBILE	36	VODAFONE	NOKIA	4800960	8000
BABEL_OP1_103_50614_20120130_225030_inLine.sph	50614	20120130	225030	50614	inLine	VARENDRA	F	HOME_OFFICE_MOBILE	48	VODAFONE	MICROMAX	4788960	8000
BABEL_OP1_103_50614_20120130_225030_outLine.sph	50614	20120130	225030	50614	outLine	VARENDRA	F	STREET	18	VODAFONE	NOKIA	4796800	8000
BABEL_OP1_103_88690_20120201_005057_inLine.sph	88690	20120201	005057	88690	inLine	RADHA	F	CAR_KIT	23	VODAFONE	SAMSUNG	4792960	8000
BABEL_OP1_103_88690_20120201_005057_outLine.sph	88690	20120201	005057	88690	outLine	RADHA	F	HOME_OFFICE_MOBILE	23	VODAFONE	NOKIA	4800960	8000
BABEL_OP1_103_91275_20120529_195749_inLine.sph	91275	20120529	195749	91275	inLine	RADHA	F	VEHICLE	34	VODAFONE	G5	4797920	8000
BABEL_OP1_103_91275_20120529_195749_outLine.sph	91275	20120529	195749	91275	outLine	RADHA	M	VEHICLE	36	VODAFONE	NOKIA	4800800	8000
BABEL_OP1_103_80105_20120530_211541_inLine.sph	80105	20120530	211541	80105	inLine	KAMRUPA	M	HOME_OFFICE_MOBILE	19	UNINOR	NOKIA	4799520	8000
BABEL_OP1_103_80105_20120530_211541_outLine.sph	80105	20120530	211541	80105	outLine	KAMRUPA	M	HOME_OFFICE_MOBILE	16	SMART	NOKIA	4799360	8000
BABEL_OP1_103_62038_20111230_004215_inLine.sph	62038	20111230	004215	62038	inLine	RADHA	F	HOME_OFFICE_MOBILE	20	DOCOMO	SAMSUNG	4796960	8000
BABEL_OP1_103_62038_20111230_004215_outLine.sph	62038	20111230	004215	62038	outLine	RADHA	F	HOME_OFFICE_MOBILE	21	AIRTEL	NOKIA	4801120	8000
BABEL_OP1_103_11153_20120204_001459_outLine.sph	11153	20120204	001459	11153	outLine	RADHA	M	HOME_OFFICE_MOBILE	40	VODAFONE	SAMSUNG	4799040	8000
BABEL_OP1_103_11153_20120204_001459_inLine.sph	11153	20120204	001459	11153	inLine	RADHA	F	VEHICLE	47	VODAFONE	SAMSUNG	4798880	8000
BABEL_OP1_103_52845_20120126_200807_inLine.sph	52845	20120126	200807	52845	inLine	VARENDRA	M	CAR_KIT	18	DOCOMO	LEPHONE	4797440	8000
BABEL_OP1_103_52845_20120126_200807_outLine.sph	52845	20120126	200807	52845	outLine	VARENDRA	M	PUBLIC_PLACE	19	AIRCEL	MICROMAX	4801760	8000
BABEL_OP1_103_66757_20120131_215301_outLine.sph	66757	20120131	215301	66757	outLine	VARENDRA	F	HOME_OFFICE_MOBILE	48	VODAFONE	SAMSUNG	4796480	8000
BABEL_OP1_103_66757_20120131_215301_inLine.sph	66757	20120131	215301	66757	inLine	VARENDRA	F	PUBLIC_PLACE	46	DOCOMO	NOKIA	4798560	8000
BABEL_OP1_103_13990_20120121_225453_outLine.sph	13990	20120121	225453	13990	outLine	KAMRUPA	F	HOME_OFFICE_MOBILE	25	VODAFONE	AUX	4792320	8000
BABEL_OP1_103_13990_20120121_225453_inLine.sph	13990	20120121	225453	13990	inLine	KAMRUPA	M	HOME_OFFICE_MOBILE	40	AIRCEL	SAMSUNG	4800160	8000
BABEL_OP1_103_80875_20120522_224314_outLine.sph	80875	20120522	224314	80875	outLine	VARENDRA	F	HOME_OFFICE_MOBILE	19	AIRTEL	NOKIA	4799680	8000
BABEL_OP1_103_80875_20120522_224314_inLine.sph	80875	20120522	224314	80875	inLine	VARENDRA	F	PUBLIC_PLACE	18	AIRTEL	LG	4800000	8000
BABEL_OP1_103_65597_20120530_213140_inLine.sph	65597	20120530	213140	65597	inLine	RADHA	F	VEHICLE	17	VODAFONE	G5	4799040	8000
BABEL_OP1_103_65597_20120530_213140_outLine.sph	65597	20120530	213140	65597	outLine	RADHA	M	STREET	50	VODAFONE	G5	4801440	8000
BABEL_OP1_103_60462_20120521_181224_outLine.sph	60462	20120521	181224	60462	outLine	VARENDRA	F	STREET	16	AIRTEL	NOKIA	4797120	8000
BABEL_OP1_103_60462_20120521_181224_inLine.sph	60462	20120521	181224	60462	inLine	VARENDRA	F	STREET	20	AIRTEL	NOKIA	4797600	8000
BABEL_OP1_103_67421_20120310_230757_outLine.sph	67421	20120310	230757	67421	outLine	VARENDRA	F	HOME_OFFICE_MOBILE	32	BSNL	BEETEL	4798400	8000
BABEL_OP1_103_67421_20120310_230757_inLine.sph	67421	20120310	230757	67421	inLine	VARENDRA	F	HOME_OFFICE_LANDLINE	40	BSNL	BEETEL	4800000	8000
BABEL_OP1_103_66313_20120229_230907_inLine.sph	66313	20120229	230907	66313	inLine	RADHA	F	HOME_OFFICE_LANDLINE	35	BSNL	BSNL	4800000	8000
BABEL_OP1_103_66313_20120229_230907_outLine.sph	66313	20120229	230907	66313	outLine	RADHA	F	HOME_OFFICE_MOBILE	40	AIRTEL	NOKIA	4797440	8000
BABEL_OP1_103_86207_20120127_145936_inLine.sph	86207	20120127	145936	86207	inLine	VARENDRA	M	HOME_OFFICE_MOBILE	31	AIRTEL	MAXX	4793280	8000
BABEL_OP1_103_86207_20120127_145936_outLine.sph	86207	20120127	145936	86207	outLine	VARENDRA	M	HOME_OFFICE_MOBILE	22	VODAFONE	NOKIA	4794720	8000
BABEL_OP1_103_93273_20120123_022109_outLine.sph	93273	20120123	022109	93273	outLine	VARENDRA	F	HOME_OFFICE_MOBILE	29	VODAFONE	SONY_ERICSSON	4793600	8000
BABEL_OP1_103_93273_20120123_022109_inLine.sph	93273	20120123	022109	93273	inLine	VARENDRA	F	HOME_OFFICE_MOBILE	27	RELIANCE	LG	4798080	8000
BABEL_OP1_103_62169_20120304_153842_outLine.sph	62169	20120304	153842	62169	outLine	KAMRUPA	M	HOME_OFFICE_MOBILE	30	DOCOMO	SAMSUNG	4800960	8000
BABEL_OP1_103_62169_20120304_153842_inLine.sph	62169	20120304	153842	62169	inLine	KAMRUPA	F	HOME_OFFICE_LANDLINE	48	RELIANCE	CLASSIC	4797280	8000
BABEL_OP1_103_43051_20120524_163506_outLine.sph	43051	20120524	163506	43051	outLine	KAMRUPA	F	HOME_OFFICE_MOBILE	48	AIRTEL	NOKIA	4796800	8000
BABEL_OP1_103_43051_20120524_163506_inLine.sph	43051	20120524	163506	43051	inLine	KAMRUPA	M	PUBLIC_PLACE	47	VODAFONE	NOKIA	4790560	8000
BABEL_OP1_103_27912_20120123_185402_outLine.sph	27912	20120123	185402	27912	outLine	KAMRUPA	F	HOME_OFFICE_MOBILE	45	VODAFONE	NOKIA	4801120	8000
BABEL_OP1_103_27912_20120123_185402_inLine.sph	27912	20120123	185402	27912	inLine	KAMRUPA	F	PUBLIC_PLACE	18	RELIANCE	LG	4798880	8000
BABEL_OP1_103_62584_20120305_152943_outLine.sph	62584	20120305	152943	62584	outLine	KAMRUPA	F	HOME_OFFICE_MOBILE	19	AIRTEL	NOKIA	4798560	8000
BABEL_OP1_103_62584_20120305_152943_inLine.sph	62584	20120305	152943	62584	inLine	KAMRUPA	F	HOME_OFFICE_LANDLINE	19	RELIANCE	CLASSIC	4799520	8000
BABEL_OP1_103_82526_20120118_185334_inLine.sph	82526	20120118	185334	82526	inLine	RADHA	F	PUBLIC_PLACE	46	VODAFONE	SAMSUNG	4796480	8000
BABEL_OP1_103_82526_20120118_185334_outLine.sph	82526	20120118	185334	82526	outLine	RADHA	F	HOME_OFFICE_MOBILE	50	AIRCEL	SAMSUNG	4800160	8000
BABEL_OP1_103_57721_20120531_194610_inLine.sph	57721	20120531	194610	57721	inLine	KAMRUPA	M	CAR_KIT	17	VODAFONE	NOKIA	4797600	8000
BABEL_OP1_103_57721_20120531_194610_outLine.sph	57721	20120531	194610	57721	outLine	KAMRUPA	M	HOME_OFFICE_MOBILE	18	AIRTEL	LAVA	4796320	8000
BABEL_OP1_103_95826_20120201_001701_outLine.sph	95826	20120201	001701	95826	outLine	KAMRUPA	F	PUBLIC_PLACE	45	BSNL	NOKIA	4800800	8000
BABEL_OP1_103_95826_20120201_001701_inLine.sph	95826	20120201	001701	95826	inLine	KAMRUPA	F	HOME_OFFICE_MOBILE	48	BSNL	NOKIA	4796480	8000
BABEL_OP1_103_10576_20111221_214850_outLine.sph	10576	20111221	214850	10576	outLine	RADHA	M	HOME_OFFICE_MOBILE	25	IDEA	HI-TECH	4799360	8000
BABEL_OP1_103_10576_20111221_214850_inLine.sph	10576	20111221	214850	10576	inLine	RADHA	F	STREET	22	IDEA	HI-TECH	4797600	8000
BABEL_OP1_103_65895_20120229_202918_inLine.sph	65895	20120229	202918	65895	inLine	RADHA	F	PUBLIC_PLACE	24	BSNL	BSNL	4800000	8000
BABEL_OP1_103_65895_20120229_202918_outLine.sph	65895	20120229	202918	65895	outLine	RADHA	F	HOME_OFFICE_MOBILE	29	AIRTEL	NOKIA	4801600	8000
BABEL_OP1_103_24503_20120127_182430_inLine.sph	24503	20120127	182430	24503	inLine	VARENDRA	M	HOME_OFFICE_MOBILE	44	VODAFONE	NOKIA	4784960	8000
BABEL_OP1_103_24503_20120127_182430_outLine.sph	24503	20120127	182430	24503	outLine	VARENDRA	F	STREET	35	AIRCEL	NOKIA	4801440	8000
BABEL_OP1_103_62837_20120307_223844_outLine.sph	62837	20120307	223844	62837	outLine	KAMRUPA	M	HOME_OFFICE_MOBILE	35	AIRTEL	SIGMATEL	3192640	8000
